Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text
vehicleStallionplaceableDesc,vehicles,Item,,,"This vehicle can be placed into the world like a block using the secondary action.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]\n[AB8E3D]Storage:[-] [A3B3DE]12x11 (132 Slots)[-]\n[AB8E3D]Fuel:[-] [B30000]Gasoline[-]\n[AB8E3D]Speed:[-] [02B002]18m/s[-]",
vehicleBuggychassisDesc,vehicles,Item,,,"A part used for crafting a Buggy.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]",
vehicleBuggyaccessoriesDesc,vehicles,Item,,,"A part used for crafting a Buggy.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]",
vehicleBuggyplaceableDesc,vehicles,Item,,,"This vehicle can be placed into the world like a block using the secondary action.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]\n[AB8E3D]Storage:[-] [A3B3DE]12x12 (144 Slots)[-]\n[AB8E3D]Fuel:[-] [B30000]Gasoline[-]\n[AB8E3D]Speed:[-] [02B002]18m/s[-]",
vehicleMD500chassisDesc,vehicles,Item,,,"A part used for crafting a MD-500.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]",
vehicleMD500accessoriesDesc,vehicles,Item,,,"A part used for crafting a MD-500.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]",
vehicleMD500placeableDesc,vehicles,Item,,,"This vehicle can be placed into the world like a block using the secondary action.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]\n[AB8E3D]Storage:[-] [A3B3DE]12x12 (144 Slots)[-]\n[AB8E3D]Fuel:[-] [00FFFF]Kerosene[-]\n[AB8E3D]Speed:[-] [02B002]29m/s[-]",
vehicleHotRodchassisDesc,vehicles,Item,,,"A part used for crafting a Hot Rod.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]",
vehicleHotRodaccessoriesDesc,vehicles,Item,,,"A part used for crafting a Hot Rod.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]",
vehicleHotRod1placeableDesc,vehicles,Item,,,"This vehicle can be placed into the world like a block using the secondary action.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]\n[AB8E3D]Storage:[-] [A3B3DE]12x13 (156 Slots)[-]\n[AB8E3D]Fuel:[-] [B30000]Gasoline[-]\n[AB8E3D]Speed:[-] [02B002]20m/s[-]",
vehicleHotRod2placeableDesc,vehicles,Item,,,"This vehicle can be placed into the world like a block using the secondary action.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]\n[AB8E3D]Storage:[-] [A3B3DE]12x13 (156 Slots)[-]\n[AB8E3D]Fuel:[-] [B30000]Gasoline[-]\n[AB8E3D]Speed:[-] [02B002]20m/s[-]",
vehicleHotRod3placeableDesc,vehicles,Item,,,"This vehicle can be placed into the world like a block using the secondary action.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]\n[AB8E3D]Storage:[-] [A3B3DE]12x13 (156 Slots)[-]\n[AB8E3D]Fuel:[-] [B30000]Gasoline[-]\n[AB8E3D]Speed:[-] [02B002]20m/s[-]",
vehicleHotRod4placeableDesc,vehicles,Item,,,"This vehicle can be placed into the world like a block using the secondary action.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]\n[AB8E3D]Storage:[-] [A3B3DE]12x13 (156 Slots)[-]\n[AB8E3D]Fuel:[-] [B30000]Gasoline[-]\n[AB8E3D]Speed:[-] [02B002]20m/s[-]",
vehicleHotRod5placeableDesc,vehicles,Item,,,"This vehicle can be placed into the world like a block using the secondary action.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]\n[AB8E3D]Storage:[-] [A3B3DE]12x13 (156 Slots)[-]\n[AB8E3D]Fuel:[-] [B30000]Gasoline[-]\n[AB8E3D]Speed:[-] [02B002]20m/s[-]",
vehicleHotRod6placeableDesc,vehicles,Item,,,"This vehicle can be placed into the world like a block using the secondary action.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]\n[AB8E3D]Storage:[-] [A3B3DE]12x13 (156 Slots)[-]\n[AB8E3D]Fuel:[-] [B30000]Gasoline[-]\n[AB8E3D]Speed:[-] [02B002]20m/s[-]",
vehicleBRDM2chassisDesc,vehicles,Item,,,"A part used for crafting a BRDM-2.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]",
vehicleBRDM2accessoriesDesc,vehicles,Item,,,"A part used for crafting a BRDM-2.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]",
vehicleBRDM2placeableDesc,vehicles,Item,,,"This vehicle can be placed into the world like a block using the secondary action.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]\n[AB8E3D]Storage:[-] [A3B3DE]12x13 (156 Slots)[-]\n[AB8E3D]Fuel:[-] [FFFF00]Diesel[-]\n[AB8E3D]Speed:[-] [02B002]20m/s[-]",
vehicleMarauderchassisDesc,vehicles,Item,,,"A part used for crafting a Marauder.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]",
vehicleMarauderaccessoriesDesc,vehicles,Item,,,"A part used for crafting a Marauder.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]",
vehicleMarauderplaceableDesc,vehicles,Item,,,"This vehicle can be placed into the world like a block using the secondary action.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]\n[AB8E3D]Storage:[-] [A3B3DE]12x14 (168 Slots)[-]\n[AB8E3D]Fuel:[-] [FFFF00]Diesel[-]\n[AB8E3D]Speed:[-] [02B002]20m/s[-]",
vehicleChargerchassisDesc,vehicles,Item,,,"A part used for crafting a Charger.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]",
vehicleChargeraccessoriesDesc,vehicles,Item,,,"A part used for crafting a Charger.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]",
vehicleChargerblackplaceableDesc,vehicles,Item,,,"This vehicle can be placed into the world like a block using the secondary action.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]\n[AB8E3D]Storage:[-] [A3B3DE]12x14 (168 Slots)[-]\n[AB8E3D]Fuel:[-] [B30000]Gasoline[-]\n[AB8E3D]Speed:[-] [02B002]22m/s[-]",
vehicleUH60chassisDesc,vehicles,Item,,,"A part used for crafting a UH-60.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]",
vehicleUH60accessoriesDesc,vehicles,Item,,,"A part used for crafting a UH-60.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]",
vehicleUH60placeableDesc,vehicles,Item,,,"This vehicle can be placed into the world like a block using the secondary action.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]\n[AB8E3D]Storage:[-] [A3B3DE]12x14 (168 Slots)[-]\n[AB8E3D]Fuel:[-] [00FFFF]Kerosene[-]\n[AB8E3D]Speed:[-] [02B002]30m/s[-]",
vehicleHindchassisDesc,vehicles,Item,,,"A part used for crafting a Hind Helicopter.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]",
vehicleHindaccessoriesDesc,vehicles,Item,,,"A part used for crafting a Hind Helicopter.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]",
vehicleHindPlaceableDesc,vehicles,Item,,,"This vehicle can be placed into the world like a block using the secondary action.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]\n[AB8E3D]Storage:[-] [A3B3DE]12x14 (168 Slots)[-]\n[AB8E3D]Fuel:[-] [00FFFF]Kerosene[-]\n[AB8E3D]Speed:[-] [02B002]30m/s[-]",
vehicleLawnTractorAccessoriesDesc,items,Item,,,"A part used for crafting a Lawn Tractor.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]",
vehicleLawnTractorChassisDesc,items,Item,,,"A part used for crafting a Lawn Tractor.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]",
vehicleLawnTractorPlaceableDesc,items,Item,,,"A lawnmower used for cutting grass.  Mods Can be installed to enable special harvesting features.  Preff 'F' key to enable the mower.  You will see a green light come on when the mower is turned on.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]\n[AB8E3D]Storage:[-] [A3B3DE]10x3 (30 Slots)[-]\n[AB8E3D]Fuel:[-] [B30000]Gasoline[-]\n[AB8E3D]Speed:[-] [02B002]8m/s[-]",
modVehicleLawnTractorGrassCollectorDesc,items,Item,,,"Install this mod onto the Lawn Tractor to harvest grass, bushes and small stones and some other debris; these will be deposited into the vehicles inventory.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-]",
modVehicleLawnTractorPlantCollectorDesc,items,Item,,,"Install this mod onto the Lawn Tractor to harvest wild crops and flowers; these will be deposited into the vehicles inventory.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-]",
modVehicleLawnTractorCropsCollectorDesc,items,Item,,,"Install this mod onto the Lawn Tractor to harvest player planted crops, wild crops and flowers; these will be deposited into the vehicles inventory.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-]",
modVehicleLawnTractorCropsProtectorDesc,items,Item,,,"Install this mod onto the Lawn Tractor to protect your growing plants. Fully grown plants will still be mowed down, regardless of the crop harvester mod being installed or not.\n\nReduces Damage impact by 60% when installed.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-]",
modVehicleLawnTractorCropsReseederDesc,items,Item,,,"Install this mod onto the Lawn Tractor to reseed crops harvested by Crop Harvester mod. So doesn't make much sense on its own.\n\nReduces Damage impact by 60% when installed.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-]",
modVehicleLawnTractorGoreCollectorDesc,items,Item,,,"Install this mod onto the Lawn Tractor to harvest gore blocks of dead animals and zombies. Resources will be deposited into the vehicles inventory.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-]",
meleeToolAllSteelParts,items,Item,,,Tool Parts,
meleeWpnClubT3SteelClubParts,items,Item,,,Club Parts,
meleeWpnBladeT3MacheteParts,items,Item,,,Blade Parts,
meleeWpnSledgeT3SteelSledgehammerParts,items,Item,,,Sledgehammer Parts,
meleeWpnSpearT3SteelSpearParts,items,Item,,,Spear Parts,

modArmorAdvancedMuffledConnectorsDesc,item_modifiers,mod,,,Greatly reduced noise from armor.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modArmorBandolierDesc,item_modifiers,mod,,,Reload 15% faster.\nThe effect does not stack but it can be installed into any chest or leg armor.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modArmorCoolingMeshDesc,item_modifiers,mod,,,This armor modification adds insulation against harsh hot weather.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modArmorCustomizedFittingsDesc,item_modifiers,mod,,,Greatly decreases movement and stamina penalties from armor.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modArmorDoubleStoragePocketDesc,item_modifiers,mod,,,Decrease encumbrance penalty by 2 by installing this modification into your armor.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modArmorHelmetLightDesc,item_modifiers,mod,,,A light source that can be installed into any head armor. Use your Light Source action (F) to activate.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modFuelTankSmallDesc,item_modifiers,mod,,,Increases tank size by 50% for chainsaws and augers.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modFuelTankLargeDesc,item_modifiers,mod,,,Increases tank size by 100% for chainsaws and augers.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modArmorImpactBracingDesc,item_modifiers,mod,,,Reduces fall damage.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modArmorImprovedFittingsDesc,item_modifiers,mod,,,Decreases movement and stamina penalties from armor.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modArmorInsulatedLinerDesc,item_modifiers,mod,,,This armor mod gives you insulation from the cold.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modArmorMuffledConnectorsDesc,item_modifiers,mod,,,Reduces noise from armor.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modArmorPlatingBasicDesc,item_modifiers,mod,,,Improve your armor rating with these additional armor plates. Can be installed in any armor.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modArmorPlatingReinforcedSchematic,item_modifiers,mod,,,Banded Armor Plating Mod Schematic\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modArmorStoragePocketDesc,item_modifiers,mod,,,Decrease encumbrance penalty by 1 by installing this modification into your armor.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modArmorTripleStoragePocketDesc,item_modifiers,mod,,,Decrease encumbrance penalty by 3 by installing this modification into your armor.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modArmorWaterPurifierDesc,item_modifiers,mod,,,Purifies any water consumed while installed in your helmet.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modGunBarrelExtenderDesc,item_modifiers,mod,,,"Increases damage, range and aimed accuracy but makes the weapon more unwieldy when fired from the hip.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-]",
modGunDrumMagazineExtenderDesc,item_modifiers,Mod,,,This large drum magazine doubles ammo capacity on machine guns but is a little slower to reload.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modGunBipodDesc,item_modifiers,mod,,,Increases accuracy and handling when aiming weapons.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modGunBowArrowRestDesc,item_modifiers,mod,,,An arrow rest improves the accuracy of a bow.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modGunBowPolymerStringDesc,item_modifiers,mod,,,Arrows and Bolts fly quicker and further with this modification.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modGunChokeDesc,item_modifiers,mod,,,Tightens the shotgun's spread.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modGunCrippleEmDesc,item_modifiers,mod,,,20% chance to cripple a leg on a bipedal target.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modGunDuckbillDesc,item_modifiers,mod,,,Modifies the spread to a horizontal pattern instead of the normal round one.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modGunFlashlightDesc,item_modifiers,mod,,,Installs into any firearm or crossbow.\n\nPress F to activate. Hold F to activate multiple items.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modGunForegripDesc,item_modifiers,mod,,,Improves handling and accuracy when firing weapons from the hip or while moving.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modGunLaserSightDesc,item_modifiers,mod,,,Helps with aiming quickly and increases accuracy when firing from the hip.\nInstalls into any firearm or crossbow.\n\nPress F to activate. Hold F to activate multiple items.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modGunMagazineExtenderDesc,item_modifiers,mod,,,Increases magazine capacity.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modGunShotgunTubeExtenderMagazineDesc,item_modifiers,Mod,,,Increases magazine capacity for pump shotguns by 3 shells.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modGunMeleeRadRemoverDesc,item_modifiers,mod,,,Will disable the regeneration ability of radiated zombies for 90 seconds.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modGunMeleeTheHunterDesc,item_modifiers,mod,,,+25% more damage to all animals.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modGunMuzzleBrakeDesc,item_modifiers,mod,,,Diverts the propellant gases to reduce recoil.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modGunReflexSightDesc,item_modifiers,mod,,,This sight is designed for fast target acquisition and improves weapon handling.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modGunRetractingStockDesc,item_modifiers,mod,,,Improves weapon handling while moving or firing from the hip because the weapon becomes more manageable in close quarters.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modGunScopeMediumDesc,item_modifiers,mod,,,Increases visual magnification when aiming.\nInstalls into medium sized firearms and crossbows.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modGunScopeSmallDesc,item_modifiers,mod,,,Increases visual magnification when aiming.\nInstalls into small firearms and crossbows.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modGunSoundSuppressorSilencerDesc,item_modifiers,mod,,,A sound suppressor greatly reduces the firing sound but reduces maximum range and damage.\nWorks best with small calibers and guns with a low rate of fire.\nWill not work on a revolver.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modGunTriggerGroupAutomaticDesc,item_modifiers,mod,,,Modifies the trigger group to fire full auto only.\nIncreases the rate of fire and slightly increases recoil.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modGunTriggerGroupBurst3Desc,item_modifiers,mod,,,Modifies the trigger group to fire 3 round bursts.\nIncreases the rate of fire and slightly increases recoil.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modGunTriggerGroupSemiDesc,item_modifiers,mod,,,Modifies the trigger group to fire semi-auto only.\nIncreases the rate of fire and slightly increases recoil.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modMeleeDiamondTipDesc,item_modifiers,Mod,,,Any hand tool or bladed weapon degrades 40% slower with this modification.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modMeleeStunBatonRepulsorDesc,item_modifiers,Mod,,,Install this mod into a stun baton and send zombies flying on the charged hit.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modMeleeBunkerBusterDesc,item_modifiers,mod,,,15% more damage against stone.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modMeleeClubBarbedWireDesc,item_modifiers,mod,,,"20% chance to cause bleeding damage, 40% with power attacks.\nCan be installed in clubs.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-]",
modMeleeClubBurningShaftDesc,item_modifiers,mod,,,A melee item can double as a light source and set enemies on fire.\nCan be installed in melee tools and weapons that have a long shaft or blade.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modMeleeClubMetalSpikesDesc,item_modifiers,mod,,,Each successive hit lowers enemies armor rating 20%.\nCan be installed in clubs.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modMeleeClubMetalChainDesc,item_modifiers,Mod,,,10% chance to knock down opponents.\nCan be installed in clubs.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modMeleeErgonomicGripDesc,item_modifiers,mod,,,Decreases melee stamina usage by 10% and increases weapon handling of bows by 10%.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modMeleeFortifyingGripDesc,item_modifiers,mod,,,When health is below 50% gain 1 hit point every 5 seconds.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modMeleeFiremansAxeModDesc,item_modifiers,Mod,,,Deal 25% more damage to blocks but 25% less damage to enemies.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modMeleeGraveDiggerDesc,item_modifiers,mod,,,15% more damage against dirt.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modMeleeIronBreakerDesc,item_modifiers,mod,,,15% more damage against iron.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modMeleeSerratedBladeDesc,item_modifiers,mod,,,10% chance to cause a Bleeding Wound on a regular attack.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modMeleeStructuralBraceDesc,item_modifiers,mod,,,This modification for melee weapons and tools lowers degradation by 25%.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modMeleeTemperedBladeDesc,item_modifiers,mod,,,This blade modification increases block damage by 10% and lowers degradation by 15%.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modMeleeWeightedHeadDesc,item_modifiers,mod,,,A modification for all melee weapons and tools.\nAdds a chance to stun and slow victims.\n\nKnives and machetes do not have a head that can be weighted.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modMeleeWoodSplitterDesc,item_modifiers,mod,,,15% more damage against wood.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modShotgunSawedOffBarrelDesc,item_modifiers,mod,,,Increases projectile spread.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modRoboticDroneArmorPlatingModDesc,item_modifiers,Mod,,,Upgrade your robotic drone���s defensive ability with this modification. Reduces damage and degradation by 50%.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modRoboticDroneCargoModDesc,item_modifiers,Mod,,,Increase your drones storage capacity with this modification. Add more for additional storage.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modRoboticDroneMedicModDesc,item_modifiers,Mod,,,Modify your drone into a robotic field medic that will automatically heal you as long as medical bandages or first aid kits are in its inventory.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modRoboticDroneHeadlampModDesc,item_modifiers,Mod,,,This robotic drone modification adds a headlamp to your drone to improve visibility in dark spaces.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modRoboticDroneMoraleBoosterModDesc,item_modifiers,Mod,,,Stamina regeneration is increased by 10% when near the drone with this mod installed.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modVehicleFuelSaverDesc,item_modifiers,Mod,,,Vehicles consume less fuel.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modVehicleOffRoadHeadlightsDesc,item_modifiers,Mod,,,These off road headlights will brighten the path even on the darkest of nights.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
modVehicleSuperChargerDesc,item_modifiers,Mod,,,This super charger mod Increases vehicle acceleration and top speed.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-],
